ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Prosodic_structure	Motivation_structure	Source	Comment
7215	Old_Burmese	oldb1234	the ant	587	pu◦ro₁k◦chip	pu◦ro₁k◦chip	p u + r o k + tsʰ i p	i n + i n c + i n c	insect leaf ?		
6193	Achang_Longchuan	long1372	the armpit	1886	kă³¹liŋ³⁵ʈʂʰuaʔ⁵⁵	kă³¹liŋ³⁵ʈʂʰuaʔ⁵⁵	k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵	i n t + i n c t + i m n c t	ka-prefix armpit1 armpit2	TBL	
6270	Rangoon	nucl1310	the armpit	1886	ʨʰɑ̃i⁵⁵	ʨʰɑ̃i⁵⁵	tɕʰ ɑ̃ i ∼ ⁵⁵	i n N c t		TBL	
6345	Atsi	zaiw1240	the armpit	1886	kă²¹tʃo̱k⁵⁵kʰoŋ²¹	kă²¹tʃo̱k⁵⁵kʰoŋ²¹	k ă ²¹ + tʃ o̰ k ⁵⁵ + kʰ o ŋ ²¹	i n t + i n c t + i n c t	? ? ?	TBL	
6394	Maru	maru1248	the armpit	1886	lɔʔ³¹tʃhɛʔ⁵⁵	lɔʔ³¹tʃhɛʔ⁵⁵	l ɔ ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵	i n c t + i n c t	hand armpit?	TBL	
6444	Lashi	lash1242	the armpit	1886	lɔʔ³¹tʃnap⁵⁵	lɔʔ³¹tʃnap⁵⁵	l ɔ ʔ ³¹ + tʃʰ a p ⁵⁵	i n c t + i n c t	hand armpit	TBL	
6581	Xiandao	xian1248	the armpit	1886	lɔʔ³¹san⁵⁵kʰʐoʔ⁵⁵	lɔʔ³¹san⁵⁵kʰʐoʔ⁵⁵	l ɔ ʔ ³¹ + s a n ⁵⁵ + kʰ ʐ o ʔ ⁵⁵	i n c t + i n c t + i m n c t	hand shoulder armpit	TBL	
6641	Bola	bela1241	the armpit	1886	laʔ³¹tʃhɛʔ⁵⁵	laʔ³¹tʃhɛʔ⁵⁵	l a ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵	i n c t + i n c t	hand armpit	TBL	
7217	Old_Burmese	oldb1234	the armpit	1886	khyo₁ṅḥ	khyo₁ṅḥ	kʰ j o ŋ ⁵⁵	i m n c t			
143	Atsi	zaiw1240	the bamboo	1927	va²¹	va²¹	v a ²¹	i n t	bamboo	TBL	
144	Bola	bela1241	the bamboo	1927	va³¹	va³¹	v a ³¹	i n t	bamboo	TBL	
147	Lashi	lash1242	the bamboo	1927	wo³³	wo³³	w o ³³	i n t	bamboo	TBL	
141	Achang_Longchuan	long1372	the bamboo	1927	o³¹	o³¹	o ³¹	n t	bamboo	TBL	
148	Maru	maru1248	the bamboo	1927	vɔ³⁵	vɔ³⁵	v ɔ ³⁵	i n t	bamboo	TBL	
149	Xiandao	xian1248	the bamboo	1927	o³¹	o³¹	o ³¹	n t	bamboo	TBL	
5518	Rangoon	nucl1310	the bamboo	1927	wɑ⁵⁵	wɑ⁵⁵	w ɑ ⁵⁵	i n t		TBL	
7219	Old_Burmese	oldb1234	the bamboo	1927	vāḥ	vāḥ	w a ⁵⁵	i n t	bamboo		
6275	Bola	bela1241	the barley (tibetan or highland)	932	mɛ³¹ja⁵¹	mɛ³¹ja⁵¹	m ɛ ³¹ + j a ⁵¹	i n t + i n t	grain-1 grain-2	TBL	
6286	Atsi	zaiw1240	the barley (tibetan or highland)	932	mə⁵⁵ja²¹sat⁵⁵	mə⁵⁵ja²¹sat⁵⁵	m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵	i n t + i n t + i n c t	grain barley	TBL	
6446	Rangoon	nucl1310	the barley (tibetan or highland)	932	bɑ²²li²²	bɑ²²li²²	b ɑ ²² + l i ²²	i n t + i n t		TBL	a loan from English?
299	Bola	bela1241	the belly	1251	vɛ³¹tau³¹	vɛ³¹tau³¹	v ɛ ³¹ + t a u ³¹	i n t + i n N t	belly-1 belly-1	TBL	
302	Maru	maru1248	the belly	1251	vẽ³⁵tuk³¹	vẽ³⁵tuk³¹	v ẽ ³⁵ + t u k ³¹	i n t + i n c t		TBL	
5652	Rangoon	nucl1310	the belly	1251	bɑiʔ⁴	bɑiʔ⁴	b ɑ i ʔ ⁴	i n N c t		TBL	
7221	Old_Burmese	oldb1234	the belly	1251	puik	puik	p ə k	i n c			
325	Achang_Longchuan	long1372	the bird	937	m̥ɔʔ⁵⁵	m̥ɔʔ⁵⁵	m̥ ɔ ʔ ⁵⁵	i n c t	bird	TBL	
327	Atsi	zaiw1240	the bird	937	ŋo̱ʔ⁵⁵	ŋo̱ʔ⁵⁵	ŋ o̰ ʔ ⁵⁵	i n c t	bird	TBL	
328	Bola	bela1241	the bird	937	ŋa̱ʔ⁵⁵	ŋa̱ʔ⁵⁵	ŋ a̰ ʔ ⁵⁵	i n c t	bird	TBL	
331	Lashi	lash1242	the bird	937	ŋɔ̱ʔ⁵⁵	ŋɔ̱ʔ⁵⁵	ŋ ɔ̰ ʔ ⁵⁵	i n c t	bird	TBL	
332	Maru	maru1248	the bird	937	ŋɔ̱ʔ⁵⁵	ŋɔ̱ʔ⁵⁵	ŋ ɔ̰ ʔ ⁵⁵	i n c t	bird	TBL	
334	Xiandao	xian1248	the bird	937	ŋ̊ɔʔ⁵⁵	ŋ̊ɔʔ⁵⁵	ŋ̊ ɔ ʔ ⁵⁵	i n c t	bird	TBL	
5545	Rangoon	nucl1310	the bird	937	ŋ̊ɛʔ⁴	ŋ̊ɛʔ⁴	ŋ̊ ɛ ʔ ⁴	i n c t		TBL	
7223	Old_Burmese	oldb1234	the bird	937	ṅhak	ṅhak	ŋ̊ a k	i n c			
383	Bola	bela1241	the blood	946	sui³⁵	sui³⁵	s u i ³⁵	i n N t	blood	TBL	
389	Maru	maru1248	the blood	946	sa³⁵	sa³⁵	s a ³⁵	i n t		TBL	
5597	Rangoon	nucl1310	the blood	946	tθwe⁵⁵	tθwe⁵⁵	tθ w e ⁵⁵	i m n t		TBL	
7225	Old_Burmese	oldb1234	the blood	946	suyḥ	suyḥ	s u j ⁵⁵	i n c t			
5639	Rangoon	nucl1310	the body hair (hair or fur)	189	ɑ⁵³mwe⁵⁵	ɑ⁵³mwe⁵⁵	ɑ ⁵³ + m w e ⁵⁵	n t + i m n t		TBL	
1726	Achang_Longchuan	long1372	the body hair (hair or fur)	189	a³¹mui³¹	a³¹mui³¹	a ³¹ + m u i ³¹	n t + i n N t	a-prefix hair	TBL	
1728	Atsi	zaiw1240	the body hair (hair or fur)	189	ʃŏ²¹mau⁵⁵	ʃŏ²¹mau⁵⁵	ʃ ŏ ²¹ + m a u ⁵⁵	i n t + i n N t	meat hair	TBL	
1730	Bola	bela1241	the body hair (hair or fur)	189	ʃă³⁵mau³⁵	ʃă³⁵mau³⁵	ʃ ă ³⁵ + m a u ³⁵	i n t + i n N t	meat hair	TBL	
1734	Lashi	lash1242	the body hair (hair or fur)	189	ʃŏ⁵⁵mou⁵⁵	ʃŏ⁵⁵mou⁵⁵	ʃ ŏ ⁵⁵ + m o u ⁵⁵	i n t + i n N t	meat hair	TBL	
1735	Maru	maru1248	the body hair (hair or fur)	189	ʃɔ̆³⁵muk⁵⁵	ʃɔ̆³⁵muk⁵⁵	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	i n t + i n c t	meat hair	TBL	
1737	Xiandao	xian1248	the body hair (hair or fur)	189	mui³¹	mui³¹	m u i ³¹	i n N t	hair	TBL	
7227	Old_Burmese	oldb1234	the body hair (hair or fur)	189	muyḥ	muyḥ	m u j ⁵⁵	i n c t	body-hair		
487	Bola	bela1241	the bone	1394	ʃă³⁵u³¹	ʃă³⁵u³¹	ʃ ă ³⁵ + u ³¹	i n t + n t	meat bone	TBL	
490	Lashi	lash1242	the bone	1394	ʃŏ⁵⁵jou³³	ʃŏ⁵⁵jou³³	ʃ ŏ ⁵⁵ + j o u ³³	i n t + i n N t	meat bone	TBL	
493	Maru	maru1248	the bone	1394	ʃŏ³⁵ɣuk⁵⁵	ʃŏ³⁵ɣuk⁵⁵	ʃ ŏ ³⁵ + ɣ u k ⁵⁵	i n t + i n c t	meat bone	TBL	
5668	Rangoon	nucl1310	the bone	1394	ɑ⁵³jo⁵⁵	ɑ⁵³jo⁵⁵	ɑ ⁵³ + j o ⁵⁵	n t + i n t		TBL	
7229	Old_Burmese	oldb1234	the bone	1394	ruiwḥ	ruiwḥ	r ə w ⁵⁵	i n c t			
7231	Old_Burmese	oldb1234	the branch	1531	a◦khak	a◦khak	a + kʰ a k	n + i n c	a-prefix branch		
526	Achang_Longchuan	long1372	the branch	1531	ʂək⁵⁵kʐaŋ⁵⁵	ʂək⁵⁵kʐaŋ⁵⁵	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	i n c t + i m n c t	tree branch	TBL	
528	Atsi	zaiw1240	the branch	1531	sik⁵⁵kja̱ŋ⁵¹	sik⁵⁵kja̱ŋ⁵¹	s i k ⁵⁵ + k j a̰ ŋ ⁵¹	i n c t + i m n c t	tree branch	TBL	
532	Lashi	lash1242	the branch	1531	sə̱k⁵⁵kɔ̱ʔ⁵⁵	sə̱k⁵⁵kɔ̱ʔ⁵⁵	s ə̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	i n c t + i n c t	tree branch	TBL	
533	Maru	maru1248	the branch	1531	sa̱k⁵⁵kɔ̱ʔ⁵⁵	sa̱k⁵⁵kɔ̱ʔ⁵⁵	s a̰ k ⁵⁵ + k ɔ̰ ʔ ⁵⁵	i n c t + i n c t	tree branch	TBL	
534	Xiandao	xian1248	the branch	1531	ʂɯk⁵⁵xɔʔ⁵⁵	ʂɯk⁵⁵xɔʔ⁵⁵	ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵	i n c t + i n c t	tree branch	TBL	
5511	Rangoon	nucl1310	the branch	1531	ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴	ɑ⁵³kɑ̃i⁵⁵ɑ⁵³kʰɛʔ⁴	ɑ ⁵³ + k ɑ̃ i ∼ ⁵⁵ + ɑ ⁵³ + kʰ ɛ ʔ ⁴	n t + i n N c t + n t + i n c t		TBL	
529	Bola	bela1241	the branch	1531	sak⁵⁵ka̱ʔ⁵⁵	sak⁵⁵ka̱ʔ⁵⁵	s a k ⁵⁵ + k a̰ ʔ ⁵⁵	i n c t + i n c t	tree branch	TBL	
545	Bola	bela1241	the breast (female)	1402	nau³⁵	nau³⁵	n a u ³⁵	i n N t	breast-milk	TBL	
5600	Rangoon	nucl1310	the breast (female)	1402	no⁵³õ²²	no⁵³õ²²	n o ⁵³ + õ ∼ ²²	i n t + n c t		TBL	
7233	Old_Burmese	oldb1234	the breast (female)	1402	nuivʔ	nuivʔ	n ə w ⁵³	i n c t	breast-milk		
551	Maru	maru1248	the breast (female)	1402	nuk⁵⁵	nuk⁵⁵	n u k ⁵⁵	i n c t	milk-breast	TBL	
627	Achang_Longchuan	long1372	the child (young human)	1304	tsă³¹oi³¹	tsă³¹oi³¹	ts ă ³¹ + o i ³¹	i n t + n N t	son ?	TBL	
629	Atsi	zaiw1240	the child (young human)	1304	tsŏ²¹ʃaŋ⁵¹	tsŏ²¹ʃaŋ⁵¹	ts ŏ ²¹ + ʃ a ŋ ⁵¹	i n t + i n c t	son ?	TBL	
630	Bola	bela1241	the child (young human)	1304	tă³¹ʃɔ̃⁵⁵	tă³¹ʃɔ̃⁵⁵	t ă ³¹ + ʃ ɔ̃ ∼ ⁵⁵	i n t + i n c t	child	TBL	
633	Maru	maru1248	the child (young human)	1304	tsɔ̆³⁵ʃɔ̃³¹	tsɔ̆³⁵ʃɔ̃³¹	ts ɔ̆ ³⁵ + ʃ ɔ̃ ∼ ³¹	i n t + i n c t	child1 child2	TBL	
634	Xiandao	xian1248	the child (young human)	1304	tsɔ³¹ui³¹	tsɔ³¹ui³¹	ts ɔ ³¹ + u i ³¹	i n t + n N t	child ???	TBL	
5577	Rangoon	nucl1310	the child (young human)	1304	kɑ⁵³le⁵⁵	kɑ⁵³le⁵⁵	k ɑ ⁵³ + l e ⁵⁵	i n t + i n t		TBL	
660	Achang_Longchuan	long1372	the cloud	1489	xan³¹tɕin³¹	xan³¹tɕin³¹	x a n ³¹ + tɕ i n ³¹	i n c t + i n c t	weather? cloud?	TBL	
663	Atsi	zaiw1240	the cloud	1489	mu̱t⁵⁵mau⁵⁵	mu̱t⁵⁵mau⁵⁵	m ṵ t ⁵⁵ + m a u ⁵⁵	i n c t + i n N t	cloud sky	TBL	
664	Bola	bela1241	the cloud	1489	tʃa̱m⁵⁵	tʃa̱m⁵⁵	tʃ a̰ m ⁵⁵	i n c t	cloud	TBL	
666	Lashi	lash1242	the cloud	1489	tsɔ̱m⁵⁵mou⁵⁵	tsɔ̱m⁵⁵mou⁵⁵	ts ɔ̰ m ⁵⁵ + m o u ⁵⁵	i n c t + i n N t	cloud? sky	TBL	
667	Maru	maru1248	the cloud	1489	tʃa̱m³¹thɔi³⁵	tʃa̱m³¹thɔi³⁵	tʃ a̰ m ³¹ + tʰ ɔ i ³⁵	i n c t + i n N t	cloudfog1 cloudfog2	TBL	
668	Xiandao	xian1248	the cloud	1489	çaŋ⁵⁵cin³¹	çaŋ⁵⁵cin³¹	ç a ŋ ⁵⁵ + c i n ³¹	i n c t + i n c t	fog-cloud-1 fog-cloud-2	TBL	
5276	Rangoon	nucl1310	the cloud	1489	tẽ²²	tẽ²²	t ẽ ∼ ²²	i n c t		TBL	
7235	Old_Burmese	oldb1234	the cloud	1489	tim	tim	t i m	i n c	cloud		
6179	Bola	bela1241	the daughter	1357	ta³¹	ta³¹	t a ³¹	i n t	child	TBL	
6123	Xiandao	xian1248	the daughter	1357	ji³¹ɲɔ³¹ʦɔ³¹	ji³¹ɲɔ³¹ʦɔ³¹	j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹	i n t + i n t + i n t	??? woman child	TBL	
6256	Achang_Longchuan	long1372	the daughter	1357	ʦaŋ³¹ʑi³¹	ʦaŋ³¹ʑi³¹	ts a ŋ ³¹ + ʑ i ³¹	i n c t + i n t	? ?	TBL	
6257	Maru	maru1248	the daughter	1357	ʦo	ʦo	ts o	i n	child	TBL	
6320	Maru	maru1248	the daughter	1357	mji³⁵ɣɛ³⁵ʦɔ³⁵	mji³⁵ɣɛ³⁵ʦɔ³⁵	m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵	i m n t + i n t + i n t	woman-1 woman-2 child	TBL	
6415	Atsi	zaiw1240	the daughter	1357	mji²¹ve²¹ʦo²¹	mji²¹ve²¹ʦo²¹	m j i ²¹ + v e ²¹ + ts o ²¹	i m n t + i n t + i n t	woman-1 woman-2 child	TBL	
6559	Rangoon	nucl1310	the daughter	1357	tθɑ⁵³mi⁵⁵	tθɑ⁵³mi⁵⁵	tθ ɑ ⁵³ + m i ⁵⁵	i n t + i n t		TBL	
6596	Lashi	lash1242	the daughter	1357	mji³³ʦo³³	mji³³ʦo³³	m j i ³³ + ts o ³³	i m n t + i n t	woman-1 child	TBL	
7237	Old_Burmese	oldb1234	the daughter	1357	sa◦mīḥ	sa◦mīḥ	s a + m i ⁵⁵	i n + i n t	child female		
7239	Old_Burmese	oldb1234	the dew	1977	nhaṅḥ	nhaṅḥ	n̥ a ŋ ⁵⁵	i n c t	icy-thing		
6298	Atsi	zaiw1240	the dew	1977	ŋa̱n⁵¹	ŋa̱n⁵¹	ŋ a̰ n ⁵¹	i n c t	cold-thing	TBL	
6212	Maru	maru1248	the dew	1977	ŋa̱ŋ³¹	ŋa̱ŋ³¹	ŋ a̰ ŋ ³¹	i n c t	dew-frost	TBL	
6233	Rangoon	nucl1310	the dew	1977	n̥ɪ̃⁵⁵	n̥ɪ̃⁵⁵	n̥ ɪ̃ ∼ ⁵⁵	i n c t		TBL	
6268	Achang_Longchuan	long1372	the dew	1977	ʦhe³¹	ʦhe³¹	tsʰ e ³¹	i n t	dew	TBL	
6487	Lashi	lash1242	the dew	1977	ŋa̱n³³tʃu⁵⁵	ŋa̱n³³tʃu⁵⁵	ŋ a̰ n ³³ + tʃ u ⁵⁵	i n c t + i n t	icy-thing dew	TBL	
6544	Xiandao	xian1248	the dew	1977	ʦhɛ³¹	ʦhɛ³¹	tsʰ ɛ ³¹	i n t	dew	TBL	
6599	Bola	bela1241	the dew	1977	ŋɛ̱̃⁵⁵	ŋɛ̱̃⁵⁵	ŋ ɛ̰̃ ∼ ⁵⁵	i n c t	icy-thing	TBL	
957	Atsi	zaiw1240	the dog	2009	khui²¹	khui²¹	kʰ u i ²¹	i n N t	dog	TBL	
958	Bola	bela1241	the dog	2009	khui³⁵	khui³⁵	kʰ u i ³⁵	i n N t	dog	TBL	
964	Xiandao	xian1248	the dog	2009	fui³¹	fui³¹	f u i ³¹	i n N t	dog	TBL	
962	Maru	maru1248	the dog	2009	lə̆³¹kha³⁵	lə̆³¹kha³⁵	l ə̆ ³¹ + kʰ a ³⁵	i n t + i n t	dog1 dog2	TBL	
5406	Rangoon	nucl1310	the dog	2009	kʰwe⁵⁵	kʰwe⁵⁵	kʰ w e ⁵⁵	i m n t		TBL	
955	Achang_Longchuan	long1372	the dog	2009	xui³¹	xui³¹	x u i ³¹	i n N t	dog	TBL	
961	Lashi	lash1242	the dog	2009	khui⁵⁵	khui⁵⁵	kʰ u i ⁵⁵	i n N t	dog	TBL	
7241	Old_Burmese	oldb1234	the dog	2009	khuyḥ	khuyḥ	kʰ u j ⁵⁵	i n c t	dog		
980	Achang_Longchuan	long1372	the dream	2374	it⁵⁵mɔʔ⁵⁵	it⁵⁵mɔʔ⁵⁵	i t ⁵⁵ + m ɔ ʔ ⁵⁵	n c t + i n c t	sleep dream	TBL	
981	Atsi	zaiw1240	the dream	2374	ju̱p⁵⁵moʔ²¹	ju̱p⁵⁵moʔ²¹	j ṵ p ⁵⁵ + m o ʔ ²¹	i n c t + i n c t	sleep dream	TBL	
982	Bola	bela1241	the dream	2374	ja̱p⁵⁵maʔ⁵⁵	ja̱p⁵⁵maʔ⁵⁵	j a̰ p ⁵⁵ + m a ʔ ⁵⁵	i n c t + i n c t	sleep dream	TBL	
983	Lashi	lash1242	the dream	2374	jɔ̱p⁵⁵mɔʔ³¹	jɔ̱p⁵⁵mɔʔ³¹	j ɔ̰ p ⁵⁵ + m ɔ ʔ ³¹	i n c t + i n c t	sleep dream	TBL	
984	Maru	maru1248	the dream	2374	ja̱p³¹mɔʔ³¹	ja̱p³¹mɔʔ³¹	j a̰ p ³¹ + m ɔ ʔ ³¹	i n c t + i n c t	dream mo-suffix	TBL	
985	Xiandao	xian1248	the dream	2374	in³¹mɔʔ⁵⁵	in³¹mɔʔ⁵⁵	i n ³¹ + m ɔ ʔ ⁵⁵	n c t + i n c t	sleep dream	TBL	
5255	Rangoon	nucl1310	the dream	2374	eʔ⁴mɛʔ⁴	eʔ⁴mɛʔ⁴	e ʔ ⁴ + m ɛ ʔ ⁴	n c t + i n c t	sleep dream	TBL	
7243	Old_Burmese	oldb1234	the dream	2374	ip◦mak	ip◦mak	i p + m a k	n c + i n c	sleep dream		
1089	Achang_Longchuan	long1372	the dust	2	ȵ̥on⁵⁵mɔk³⁵	ȵ̥on⁵⁵mɔk³⁵	n̥ʲ o n ⁵⁵ + m ɔ k ³⁵	i n c t + i n c t	dirt? dust	TBL	
1091	Atsi	zaiw1240	the dust	2	phui²¹la̱u⁵¹	phui²¹la̱u⁵¹	pʰ u i ²¹ + l a̰ u ⁵¹	i n N t + i n N t	? ?	TBL	
1092	Bola	bela1241	the dust	2	phə̆³¹lau⁵⁵	phə̆³¹lau⁵⁵	pʰ ə̆ ³¹ + l a u ⁵⁵	i n t + i n N t		TBL	
1093	Lashi	lash1242	the dust	2	phə̆⁵⁵lo̱u³³	phə̆⁵⁵lo̱u³³	pʰ ə̆ ⁵⁵ + l o̰ u ³³	i n t + i n N t	pa-prefix dust	TBL	
1094	Maru	maru1248	the dust	2	phɔ̆i³⁵lu̱k³¹	phɔ̆i³⁵lu̱k³¹	pʰ ɔ̆ i ³⁵ + l ṵ k ³¹	i n N t + i n c t		TBL	
5441	Rangoon	nucl1310	the dust	2	pʰõ²²	pʰõ²²	pʰ õ ∼ ²²	i n c t		TBL	
7245	Old_Burmese	oldb1234	the dust	2	phun	phun	pʰ u n	i n c			
1097	Achang_Longchuan	long1372	the ear	1247	ni³¹tʂhua³¹	ni³¹tʂhua³¹	n i ³¹ + ʈʂʰ u a ³¹	i n t + i m n t	ear hole?	TBL	
1100	Atsi	zaiw1240	the ear	1247	nŏ²¹phjo²¹	nŏ²¹phjo²¹	n ŏ ²¹ + pʰ j o ²¹	i n t + i m n t	ear ?	TBL	
1103	Bola	bela1241	the ear	1247	nə̆³¹khj⁵⁵	nə̆³¹khj⁵⁵	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	i n t + i m n c t	ear	TBL	
1108	Lashi	lash1242	the ear	1247	nə̆³³khjap⁵⁵	nə̆³³khjap⁵⁵	n ə̆ ³³ + kʰ j a p ⁵⁵	i n t + i m n c t	ear hole	TBL	
5556	Rangoon	nucl1310	the ear	1247	nɑ⁵⁵	nɑ⁵⁵	n ɑ ⁵⁵	i n t		TBL	
1111	Maru	maru1248	the ear	1247	nə̆³¹khjɛʔ⁵⁵	nə̆³¹khjɛʔ⁵⁵	n ə̆ ³¹ + kʰ j ɛ ʔ ⁵⁵	i n t + i m n c t		TBL	
1113	Xiandao	xian1248	the ear	1247	n̥a³¹tʂhɔ³¹	n̥a³¹tʂhɔ³¹	n̥ a ³¹ + ʈʂʰ ɔ ³¹	i n t + i n t	ear ???	TBL	
7247	Old_Burmese	oldb1234	the ear	1247	nāḥ◦ro₁k	nāḥ◦ro₁k	n a ⁵⁵ + r o k	i n t + i n c	ear leaf		
7249	Old_Burmese	oldb1234	the earth (soil)	1228	mliy	mliy	m l i j	i m n c			
5619	Rangoon	nucl1310	the earth (soil)	1228	mje²²	mje²²	m j e ²²	i m n t		TBL	
3919	Achang_Longchuan	long1372	the earth (soil)	1228	mi⁵⁵	mi⁵⁵	m i ⁵⁵	i n t	earth	TBL	
3920	Atsi	zaiw1240	the earth (soil)	1228	mji⁵⁵tse̱²¹	mji⁵⁵tse̱²¹	m j i ⁵⁵ + ts ḛ ²¹	i m n t + i n t	earth-1 earth-2	TBL	
3921	Bola	bela1241	the earth (soil)	1228	mi⁵⁵kauŋ⁵⁵	mi⁵⁵kauŋ⁵⁵	m i ⁵⁵ + k a u ŋ ⁵⁵	i n t + i n N c t	earth middle?	TBL	
3922	Lashi	lash1242	the earth (soil)	1228	mji̱³¹tsei⁵⁵	mji̱³¹tsei⁵⁵	m j ḭ ³¹ + ts e i ⁵⁵	i m n t + i n N t		TBL	
3923	Maru	maru1248	the earth (soil)	1228	mjik³¹tsa̱i³⁵	mjik³¹tsa̱i³⁵	m j i k ³¹ + ts a̰ i ³⁵	i m n c t + i n N t	earth-mud-1 earth-mud-2	TBL	
3924	Xiandao	xian1248	the earth (soil)	1228	m̥i⁵⁵	m̥i⁵⁵	m̥ i ⁵⁵	i n t	earth	TBL	
6134	Lashi	lash1242	the earthworm	2350	vuʔ³¹ti³¹	vuʔ³¹ti³¹	v u ʔ ³¹ + t i ³¹	i n c t + i n t	pig worm	TBL	
6196	Xiandao	xian1248	the earthworm	2350	ta⁵⁵	ta⁵⁵	t a ⁵⁵	i n t	earthworm	TBL	
6249	Bola	bela1241	the earthworm	2350	vaʔ³¹tai⁵⁵	vaʔ³¹tai⁵⁵	v a ʔ ³¹ + t a i ⁵⁵	i n c t + i n N t	pig worm	TBL	
6421	Rangoon	nucl1310	the earthworm	2350	ti²²	ti²²	t i ²²	i n t		TBL	
6638	Achang_Longchuan	long1372	the earthworm	2350	ta⁵⁵	ta⁵⁵	t a ⁵⁵	i n t	earthworm	TBL	
6646	Atsi	zaiw1240	the earthworm	2350	tʃi̱⁵⁵tʃi̱n⁵⁵	tʃi̱⁵⁵tʃi̱n⁵⁵	tʃ ḭ ⁵⁵ + tʃ ḭ n ⁵⁵	i n t + i n c t	earthworm-1 earthworm-2	TBL	
6406	Maru	maru1248	the earthworm	2350	vɔʔ³¹tɔi³¹	vɔʔ³¹tɔi³¹	v ɔ ʔ ³¹ + t ɔ i ³¹	i n c t + i n N t	pig worm	TBL	
1140	Bola	bela1241	the egg	744	u̱³⁵	u̱³⁵	ṵ ³⁵	n t	egg	TBL	
1144	Maru	maru1248	the egg	744	a̱u⁵⁵	a̱u⁵⁵	a̰ u ⁵⁵	n N t	egg	TBL	
5427	Rangoon	nucl1310	the egg	744	û⁵³	û⁵³	u ⁵³	n t		TBL	
7251	Old_Burmese	oldb1234	the egg	744	u	u	u	n			
1177	Bola	bela1241	the eye	1248	mjaʔ³¹tʃɿ³⁵	mjaʔ³¹tʃɿ³⁵	m j a ʔ ³¹ + tʃ ɿ ³⁵	i m n c t + i n t	eye small-stone-2	TBL	
1184	Maru	maru1248	the eye	1248	mjɔʔ³¹tʃik⁵⁵	mjɔʔ³¹tʃik⁵⁵	m j ɔ ʔ ³¹ + tʃ i k ⁵⁵	i m n c t + i n c t	eye stone	TBL	
5494	Rangoon	nucl1310	the eye	1248	mjɛʔ⁴si⁵³	mjɛʔ⁴si⁵³	m j ɛ ʔ ⁴ + s i ⁵³	i m n c t + i n t		TBL	
7253	Old_Burmese	oldb1234	the eye	1248	myak	myak	m j a k	i m n c			
5527	Rangoon	nucl1310	the father	1217	ɑ⁵³pʰe²²	ɑ⁵³pʰe²²	ɑ ⁵³ + pʰ e ²²	n t + i n t		TBL	
1273	Achang_Longchuan	long1372	the father	1217	teʔ⁵⁵	teʔ⁵⁵	t e ʔ ⁵⁵	i n c t	father	TBL	
1277	Bola	bela1241	the father	1217	a³¹va⁵⁵	a³¹va⁵⁵	a ³¹ + v a ⁵⁵	n t + i n t	a-prefix father	TBL	
1280	Lashi	lash1242	the father	1217	a⁵⁵pho⁵³	a⁵⁵pho⁵³	a ⁵⁵ + pʰ o ⁵³	n t + i n t	a-prefix father	TBL	
1276	Atsi	zaiw1240	the father	1217	a⁵⁵va²¹	a⁵⁵va²¹	a ⁵⁵ + v a ²¹	n t + i n t	a-prefix father	TBL	
7255	Old_Burmese	oldb1234	the father	1217	a◦phiy	a◦phiy	a + pʰ i j	n + i n c	a-prefix father		
1281	Maru	maru1248	the father	1217	a⁵⁵phɔ⁵⁵	a⁵⁵phɔ⁵⁵	a ⁵⁵ + pʰ ɔ ⁵⁵	n t + i n t	a-prefix father	TBL	
1283	Xiandao	xian1248	the father	1217	po³¹	po³¹	p o ³¹	i n t		TBL	
1298	Achang_Longchuan	long1372	the feather	1201	a³¹mui³¹	a³¹mui³¹	a ³¹ + m u i ³¹	n t + i n N t	a-prefix hair	TBL	
1299	Atsi	zaiw1240	the feather	1201	ʃŏ²¹mau⁵⁵	ʃŏ²¹mau⁵⁵	ʃ ŏ ²¹ + m a u ⁵⁵	i n t + i n N t	meat hair	TBL	
1301	Bola	bela1241	the feather	1201	a³¹mau³⁵	a³¹mau³⁵	a ³¹ + m a u ³⁵	n t + i n N t	a-prefix feather	TBL	
1303	Lashi	lash1242	the feather	1201	sŏ⁵⁵mou⁵⁵	sŏ⁵⁵mou⁵⁵	s ŏ ⁵⁵ + m o u ⁵⁵	i n t + i n N t	meat hair	TBL	
5607	Rangoon	nucl1310	the feather	1201	ŋ̊ɛʔ⁴mwe⁵⁵	ŋ̊ɛʔ⁴mwe⁵⁵	ŋ̊ ɛ ʔ ⁴ + m w e ⁵⁵	i n c t + i m n t		TBL	
